element,decimal_approx,classification,decomposition_witness,is_theoretical_atom_within_degree_bound,notes
811/32,25.34375000,decomposable,3/2 + 763/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
813/32,25.40625000,decomposable,3/2 + 765/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
815/32,25.46875000,decomposable,3/2 + 767/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
817/32,25.53125000,decomposable,3/2 + 769/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
819/32,25.59375000,decomposable,3/2 + 771/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
821/32,25.65625000,decomposable,3/2 + 773/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
823/32,25.71875000,decomposable,3/2 + 775/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
825/32,25.78125000,decomposable,3/2 + 777/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
827/32,25.84375000,decomposable,3/2 + 779/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
829/32,25.90625000,decomposable,3/2 + 781/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
831/32,25.96875000,decomposable,3/2 + 783/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
833/32,26.03125000,decomposable,3/2 + 785/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
835/32,26.09375000,decomposable,3/2 + 787/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
837/32,26.15625000,decomposable,3/2 + 789/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
839/32,26.21875000,decomposable,3/2 + 791/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
841/32,26.28125000,decomposable,3/2 + 793/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
843/32,26.34375000,decomposable,3/2 + 795/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
845/32,26.40625000,decomposable,3/2 + 797/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
847/32,26.46875000,decomposable,3/2 + 799/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
849/32,26.53125000,decomposable,3/2 + 801/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
851/32,26.59375000,decomposable,3/2 + 803/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
853/32,26.65625000,decomposable,3/2 + 805/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
855/32,26.71875000,decomposable,3/2 + 807/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
857/32,26.78125000,decomposable,3/2 + 809/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
859/32,26.84375000,decomposable,3/2 + 811/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
861/32,26.90625000,decomposable,3/2 + 813/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
863/32,26.96875000,decomposable,3/2 + 815/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
865/32,27.03125000,decomposable,3/2 + 817/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
867/32,27.09375000,decomposable,3/2 + 819/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
869/32,27.15625000,decomposable,3/2 + 821/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
871/32,27.21875000,decomposable,3/2 + 823/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
873/32,27.28125000,decomposable,3/2 + 825/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
875/32,27.34375000,decomposable,3/2 + 827/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
877/32,27.40625000,decomposable,3/2 + 829/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
879/32,27.46875000,decomposable,3/2 + 831/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
881/32,27.53125000,decomposable,3/2 + 833/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
883/32,27.59375000,decomposable,3/2 + 835/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
885/32,27.65625000,decomposable,3/2 + 837/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
887/32,27.71875000,decomposable,3/2 + 839/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
889/32,27.78125000,decomposable,3/2 + 841/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
891/32,27.84375000,decomposable,3/2 + 843/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
893/32,27.90625000,decomposable,3/2 + 845/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
895/32,27.96875000,decomposable,3/2 + 847/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
897/32,28.03125000,decomposable,3/2 + 849/32,no,"This is a bounded computational sample. It does not prove atomicity, unique factorization, IDF behavior, or any infinite mathematical property."
